,0,1,階,賃料/管理費,敷金/礼金,間取り/専有面積,6,お気に入り,8,NewArrival,RoomDetailLink,マンション名,住所,最寄り駅,築年数,建物高さ,SearchURL
103,"
 
","




","
											2階","

15.8万円
25000円

","

31.6万円
31.6万円

","

1LDK
50.93m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000083406203/?bc=100330335740,（シニア限定）ヘーベルヴィレッジ中野白鷺～Ｒｅｌａｃｈｅ　白鷺～,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩9分 --- ＪＲ中央線/阿佐ケ谷駅 バス6分 (バス停)白鷺１丁目 歩3分 --- 西武新宿線/都立家政駅 歩15分,築10年,2階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
104,"
 
","




","
											2階","

16万円
25000円

","

32万円
32万円

","

2DK
52.11m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000083406203/?bc=100330335740,（シニア限定）ヘーベルヴィレッジ中野白鷺～Ｒｅｌａｃｈｅ　白鷺～,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩9分 --- ＪＲ中央線/阿佐ケ谷駅 バス6分 (バス停)白鷺１丁目 歩3分 --- 西武新宿線/都立家政駅 歩15分,築10年,2階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
105,"
 
","




","
											2階","

4.9万円
3000円

","

-
-

","

ワンルーム
9.62m2

","

動画

","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000024451725/?bc=100374367660,西武新宿線 鷺ノ宮駅 2階建 築8年,東京都中野区白鷺３,西武新宿線/鷺ノ宮駅 歩11分 --- 西武新宿線/下井草駅 歩10分 --- 西武新宿線/都立家政駅 歩19分,築8年,2階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
106,"
 
","




","
											1階","

7.3万円
3500円

","

-
-

","

1K
19.35m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000090514910/?bc=100380452519,西武新宿線 鷺ノ宮駅 2階建 築9年,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩10分 --- 西武新宿線/下井草駅 歩10分 --- ＪＲ総武線/阿佐ケ谷駅 歩20分,築9年,2階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
107,"
 
","




","
											3階","

8.5万円
3000円

","

8.5万円
8.5万円

","

ワンルーム
28.9m2

","

動画

","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000090224622/?bc=100378256111,西武新宿線 鷺ノ宮駅 4階建 築10年,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩7分 --- 西武新宿線/都立家政駅 歩13分 --- ＪＲ中央線/阿佐ケ谷駅 歩23分,築10年,4階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
108,"
 
","




","
											3階","

8.5万円
3000円

","

8.5万円
8.5万円

","

ワンルーム
28.9m2

","

動画

","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000090215149/?bc=100378099144,Branche鷺ノ宮III,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩7分 --- 西武新宿線/都立家政駅 歩13分 --- ＪＲ中央線/阿佐ケ谷駅 歩23分,築10年,4階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
109,"
 
","




","
											3階","

8.5万円
3000円

","

8.5万円
8.5万円

","

ワンルーム
28.9m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000090215149/?bc=100378099144,Branche鷺ノ宮III,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩7分 --- 西武新宿線/都立家政駅 歩13分 --- ＪＲ中央線/阿佐ケ谷駅 歩23分,築10年,4階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
110,"
 
","




","
											1階","

15.2万円
25000円

","

30.4万円
30.4万円

","

1LDK
50.93m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000084735909/?bc=100360978932,西武新宿線 鷺ノ宮駅 2階建 築10年,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩9分 --- ＪＲ中央線/阿佐ケ谷駅 バス7分 (バス停)白鷺一丁目 歩2分 --- 西武池袋線/中村橋駅 バス10分 (バス停)白鷺一丁目 歩2分,築10年,2階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
111,"
 
","




","
											2階","

15.8万円
25000円

","

31.6万円
31.6万円

","

1LDK
50.93m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000084735909/?bc=100360978932,西武新宿線 鷺ノ宮駅 2階建 築10年,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩9分 --- ＪＲ中央線/阿佐ケ谷駅 バス7分 (バス停)白鷺一丁目 歩2分 --- 西武池袋線/中村橋駅 バス10分 (バス停)白鷺一丁目 歩2分,築10年,2階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
112,"
 
","




","
											1階","

4.7万円
3000円

","

-
-

","

ワンルーム
9.15m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",New,https://suumo.jp/chintai/jnc_000016681415/?bc=100381029124,フェリススイートピー,東京都中野区白鷺１,西武新宿線/鷺ノ宮駅 歩6分 --- 西武新宿線/都立家政駅 歩12分 --- 西武池袋線/中村橋駅 バス18分 (バス停)白鷺二丁目 歩2分,築8年,2階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
113,"
 
","




","
											1階","

4.7万円
3000円

","

-
-

","

ワンルーム
9.08m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",New,https://suumo.jp/chintai/jnc_000016681415/?bc=100381029124,フェリススイートピー,東京都中野区白鷺１,西武新宿線/鷺ノ宮駅 歩6分 --- 西武新宿線/都立家政駅 歩12分 --- 西武池袋線/中村橋駅 バス18分 (バス停)白鷺二丁目 歩2分,築8年,2階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
114,"
 
","




","
											2階","

5万円
3000円

","

-
-

","

ワンルーム
9.15m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000016681415/?bc=100381029124,フェリススイートピー,東京都中野区白鷺１,西武新宿線/鷺ノ宮駅 歩6分 --- 西武新宿線/都立家政駅 歩12分 --- 西武池袋線/中村橋駅 バス18分 (バス停)白鷺二丁目 歩2分,築8年,2階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
115,"
 
","




","
											1階","

4.9万円
3000円

","

-
-

","

ワンルーム
9.28m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000089283811/?bc=100371525119,西武新宿線 鷺ノ宮駅 2階建 築12年,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩6分 --- 西武新宿線/都立家政駅 歩13分 --- 西武新宿線/下井草駅 歩18分,築12年,2階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
116,"
 
","




","
											1階","

9.1万円
10000円

","

-
-

","

1K
25.49m2

","

パノラマ

","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000051052369/?bc=100379525462,西武新宿線 鷺ノ宮駅 9階建 築5年,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩9分 --- 西武新宿線/都立家政駅 歩15分 --- 西武新宿線/下井草駅 歩20分,築5年,9階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
117,"
 
","




","
											3階","

9.25万円
10000円

","

-
-

","

1K
25.47m2

","

動画

","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000051052369/?bc=100379525462,西武新宿線 鷺ノ宮駅 9階建 築5年,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩9分 --- 西武新宿線/都立家政駅 歩15分 --- 西武新宿線/下井草駅 歩20分,築5年,9階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
118,"
 
","




","
											5階","

9.35万円
10000円

","

-
-

","

1K
25.49m2

","

動画

","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000051052369/?bc=100379525462,西武新宿線 鷺ノ宮駅 9階建 築5年,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩9分 --- 西武新宿線/都立家政駅 歩15分 --- 西武新宿線/下井草駅 歩20分,築5年,9階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
119,"
 
","




","
											2階","

10.7万円
11000円

","

-
10.7万円

","

1K
25.43m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",New,https://suumo.jp/chintai/jnc_000051052369/?bc=100379525462,西武新宿線 鷺ノ宮駅 9階建 築5年,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩9分 --- 西武新宿線/都立家政駅 歩15分 --- 西武新宿線/下井草駅 歩20分,築5年,9階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
120,"
 
","




","
											3階","

10.8万円
11000円

","

-
10.8万円

","

1K
25.43m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",New,https://suumo.jp/chintai/jnc_000051052369/?bc=100379525462,西武新宿線 鷺ノ宮駅 9階建 築5年,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩9分 --- 西武新宿線/都立家政駅 歩15分 --- 西武新宿線/下井草駅 歩20分,築5年,9階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
121,"
 
","




","
											4階","

10.9万円
11000円

","

-
10.9万円

","

1K
25.64m2

","

動画

","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000051052369/?bc=100379525462,西武新宿線 鷺ノ宮駅 9階建 築5年,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩9分 --- 西武新宿線/都立家政駅 歩15分 --- 西武新宿線/下井草駅 歩20分,築5年,9階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
122,"
 
","




","
											8階","

11万円
11000円

","

-
11万円

","

1K
25.54m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",New,https://suumo.jp/chintai/jnc_000051052369/?bc=100379525462,西武新宿線 鷺ノ宮駅 9階建 築5年,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩9分 --- 西武新宿線/都立家政駅 歩15分 --- 西武新宿線/下井草駅 歩20分,築5年,9階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
123,"
 
","




","
											2階","

11.1万円
11000円

","

-
11.1万円

","

1K
27.41m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000051052369/?bc=100379525462,西武新宿線 鷺ノ宮駅 9階建 築5年,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩9分 --- 西武新宿線/都立家政駅 歩15分 --- 西武新宿線/下井草駅 歩20分,築5年,9階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
124,"
 
","




","
											1階","

11.5万円
10000円

","

11.5万円
11.5万円

","

1LDK
38.11m2

","

動画
パノラマ

","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000090488378/?bc=100380600552,西武新宿線 鷺ノ宮駅 10階建 築7年,東京都中野区白鷺１,西武新宿線/鷺ノ宮駅 歩3分 --- 西武新宿線/都立家政駅 歩12分 --- 西武新宿線/下井草駅 歩20分,築7年,10階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
125,"
 
","




","
											1階","

12万円
10000円

","

12万円
12万円

","

1LDK
39.8m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",New,https://suumo.jp/chintai/jnc_000090488378/?bc=100380600552,西武新宿線 鷺ノ宮駅 10階建 築7年,東京都中野区白鷺１,西武新宿線/鷺ノ宮駅 歩3分 --- 西武新宿線/都立家政駅 歩12分 --- 西武新宿線/下井草駅 歩20分,築7年,10階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
126,"
 
","




","
											7階","

16.4万円
12000円

","

16.4万円
16.4万円

","

2LDK
50.21m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000090488378/?bc=100380600552,西武新宿線 鷺ノ宮駅 10階建 築7年,東京都中野区白鷺１,西武新宿線/鷺ノ宮駅 歩3分 --- 西武新宿線/都立家政駅 歩12分 --- 西武新宿線/下井草駅 歩20分,築7年,10階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
127,"
 
","




","
											8階","

17万円
12000円

","

17万円
17万円

","

2LDK
54.38m2

","

動画

","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000090488378/?bc=100380600552,西武新宿線 鷺ノ宮駅 10階建 築7年,東京都中野区白鷺１,西武新宿線/鷺ノ宮駅 歩3分 --- 西武新宿線/都立家政駅 歩12分 --- 西武新宿線/下井草駅 歩20分,築7年,10階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
128,"
 
","




","
											1-3階","

12.5万円
5500円

","

12.5万円
12.5万円

","

2DK
51.13m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000089907404/?bc=100376013569,西武新宿線 下井草駅 3階建 築7年,東京都中野区白鷺３,西武新宿線/下井草駅 歩10分 --- 西武新宿線/鷺ノ宮駅 歩14分 --- 西武新宿線/都立家政駅 歩20分,築7年,3階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
129,"
 
","




","
											2階","

6.98万円
9800円

","

-
-

","

ワンルーム
21.17m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",New,https://suumo.jp/chintai/jnc_000074120732/?bc=100381494330,スカイヒルズ鷺ノ宮,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩8分 --- ＪＲ中央線/阿佐ケ谷駅 歩20分 --- ＪＲ総武線/高円寺駅 歩25分,築5年,5階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
130,"
 
","




","
											2階","

6.98万円
9800円

","

-
-

","

ワンルーム
21.17m2

","

動画

","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",New,https://suumo.jp/chintai/jnc_000074139839/?bc=100381645748,西武新宿線 鷺ノ宮駅 5階建 築5年,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩8分 --- ＪＲ中央線/阿佐ケ谷駅 歩20分 --- 西武新宿線/都立家政駅 歩13分,築5年,5階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
131,"
 
","




","
											3階","

9.25万円
10000円

","

-
-

","

1K
25.47m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000051069840/?bc=100380076684,ジェノヴィア鷺ノ宮スカイガーデン,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩8分 --- 西武新宿線/都立家政駅 歩14分 --- 西武新宿線/下井草駅 歩19分,築5年,9階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
132,"
 
","




","
											5階","

9.35万円
10000円

","

-
-

","

1K
25.49m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000051069840/?bc=100380076684,ジェノヴィア鷺ノ宮スカイガーデン,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩8分 --- 西武新宿線/都立家政駅 歩14分 --- 西武新宿線/下井草駅 歩19分,築5年,9階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
133,"
 
","




","
											2階","

10.7万円
11000円

","

-
10.7万円

","

1K
25.43m2

","

動画

","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",New,https://suumo.jp/chintai/jnc_000051069840/?bc=100380076684,ジェノヴィア鷺ノ宮スカイガーデン,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩8分 --- 西武新宿線/都立家政駅 歩14分 --- 西武新宿線/下井草駅 歩19分,築5年,9階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
134,"
 
","




","
											3階","

10.8万円
11000円

","

-
10.8万円

","

1K
25.43m2

","

動画

","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",New,https://suumo.jp/chintai/jnc_000051069840/?bc=100380076684,ジェノヴィア鷺ノ宮スカイガーデン,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩8分 --- 西武新宿線/都立家政駅 歩14分 --- 西武新宿線/下井草駅 歩19分,築5年,9階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
135,"
 
","




","
											4階","

10.9万円
11000円

","

-
10.9万円

","

1K
25.64m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000051069840/?bc=100380076684,ジェノヴィア鷺ノ宮スカイガーデン,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩8分 --- 西武新宿線/都立家政駅 歩14分 --- 西武新宿線/下井草駅 歩19分,築5年,9階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
136,"
 
","




","
											8階","

11万円
11000円

","

-
11万円

","

1K
25.54m2

","

動画

","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",New,https://suumo.jp/chintai/jnc_000051069840/?bc=100380076684,ジェノヴィア鷺ノ宮スカイガーデン,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩8分 --- 西武新宿線/都立家政駅 歩14分 --- 西武新宿線/下井草駅 歩19分,築5年,9階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
137,"
 
","




","
											2階","

11.1万円
11000円

","

-
11.1万円

","

1K
27.41m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",Exsiting,https://suumo.jp/chintai/jnc_000051069840/?bc=100380076684,ジェノヴィア鷺ノ宮スカイガーデン,東京都中野区白鷺２,西武新宿線/鷺ノ宮駅 歩8分 --- 西武新宿線/都立家政駅 歩14分 --- 西武新宿線/下井草駅 歩19分,築5年,9階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
138,"
 
","




","
											3階","

8.9万円
8000円

","

8.9万円
4.45万円

","

1DK
26.51m2

","


","



追加

追加

","
詳細を見る
												お問い合わせ
													(無料)

",New,https://suumo.jp/chintai/jnc_000090625305/?bc=100381214709,ビバリーホームズ鷺宮,東京都中野区白鷺３,西武新宿線/下井草駅 歩8分 --- 西武新宿線/鷺ノ宮駅 歩10分 --- 西武新宿線/都立家政駅 歩18分,築7年,地下1地上3階建,https://suumo.jp/jj/chintai/ichiran/FR301FC001/?ar=030&bs=040&ta=13&sc=13114&oz=13114007&cb=0.0&ct=9999999&mb=0&mt=9999999&et=9999999&cn=9999999&shkr1=03&shkr2=03&shkr3=03&shkr4=03&sngz=&po1=25&pc=50&page=2
